recno,C,Seq,RAJ2000,DEJ2000,logPB,WAV,errPos,Angle,FB,e_FB,E_FB,SB,e_SB,E_SB,HB,e_HB,E_HB,Ph,CPCat,CPoff,CPNote,RAWdeg,DEWdeg,RmagW,RAGSdeg,DEGSdeg,zmagGS,RAGdeg,DEGdeg,zmagG,RACdeg,DECdeg,F125Wmag,RATdeg,DETdeg,KsmagT,RASdeg,DESdeg,3_6mag,RAVdeg,DEVdeg,VLAmag,zspec,q_zspec,r_zspec,zL10,zR11,zH14,zS14,zS15,zS16,zF,r_zF,e_zF,E_zF,FExp,SExp,HExp,BR,e_BR,E_BR,Gamma,e_Gamma,E_Gamma,FFB,FSB,FHB,LX,NH,LXc,OType,f_X11ID,X11ID,f_X16ID,X16ID,R13ID,CCat,zCat
846,M,846,53.196039,-27.892591,,-8,0.24,6.65,974.5,38.5,39.7,452.1,24.5,25.6,523.2,30.0,31.2,,CANDELS,0.14,,53.19592,-27.892527,25.98,53.196075,-27.892629,26.08,,,,53.196064,-27.892623,24.55,53.196022,-27.892616,22.03,53.196073,-27.892654,21.95,,,,,,,2.81,2.73,2.48,3.01,3.04,2.88,2.484,H14,0.08,0.1,5820000.0,5730000.0,5940000.0,1.118,0.081,0.097,0.9,0.08,0.07,2.41e-15,4.95e-16,1.91e-15,inf,1.96e+23,inf,AGN,,620,,599,97,9,6
688,M,688,53.151621,-27.926613,-3.1,-5,0.64,7.45,64.8,25.6,26.8,20.1,-1.0,-1.0,65.4,22.2,23.4,,CANDELS,0.56,,,,,,,,,,,53.151778,-27.926544,24.73,53.151806,-27.926447,22.89,53.151833,-27.926534,21.72,,,,,,,,2.92,2.82,2.67,2.75,2.69,2.815,H14,0.05,0.04,5530000.0,5380000.0,5710000.0,6.474,-1.0,-1.0,-0.83,-1.0,-1.0,2.99e-16,-2.05e-17,3.38e-16,inf,1.47e+24,inf,AGN,,,,,,5,4
653,M,653,53.145925,-27.925828,-10.7,-5,0.5,7.34,132.8,26.4,28.7,98.4,18.6,20.8,66.5,-1.0,-1.0,C,CANDELS,0.79,Pair,53.146153,-27.925805,16.35,53.146169,-27.925818,15.69,53.146164,-27.925818,15.66,53.146171,-27.925795,15.16,53.146149,-27.925812,14.63,53.146143,-27.925784,16.84,,,,0.038,Secure,2,0.05,0.05,0.01,0.16,0.06,0.04,0.038,zSpec,,,5540000.0,5410000.0,5700000.0,0.392,-1.0,-1.0,1.95,-1.0,-1.0,2.71e-16,1.42e-16,-2.29e-16,inf,0.0,inf,Galaxy,,483,,,,4,3
652,M,652,53.145607,-27.919722,,-8,0.2,6.98,2274.8,54.8,56.0,1405.7,40.9,42.0,870.9,36.8,38.0,,CANDELS,0.15,,53.145628,-27.919729,22.98,53.145631,-27.919756,21.78,53.145625,-27.91975,21.83,53.145632,-27.919758,21.2,53.145622,-27.919764,20.4,53.145673,-27.919754,20.2,,,,0.839,Secure,2,0.86,0.86,0.77,0.85,0.93,0.85,0.839,zSpec,,,5660000.0,5560000.0,5770000.0,0.597,0.029,0.032,1.52,0.05,0.05,4.66e-15,1.71e-15,2.95e-15,inf,6.08e+21,inf,AGN,,480,,528,72,4,3
665,M,665,53.14873,-27.915386,-2.3,-8,0.76,6.76,41.0,-1.0,-1.0,28.4,11.6,12.8,19.7,-1.0,-1.0,,CANDELS,0.15,,,,,53.148708,-27.915378,26.14,,,,53.148685,-27.915402,24.66,53.148628,-27.915419,23.15,53.148633,-27.915424,22.26,,,,,,,,3.55,2.19,2.41,2.43,2.47,2.186,H14,0.09,0.12,5740000.0,5660000.0,5840000.0,0.177,-1.0,-1.0,2.75,-1.0,-1.0,-6.88e-17,4.21e-17,-5.55e-17,inf,0.0,inf,AGN,,,,,,5,4
741,M,741,53.164275,-27.918682,-14.0,-8,0.47,7.19,150.8,25.4,26.5,98.2,15.3,16.4,52.6,20.8,22.0,,CANDELS,0.6,,53.164126,-27.918607,19.74,53.164104,-27.918619,19.36,53.164089,-27.918625,19.34,53.164101,-27.918621,19.21,53.164097,-27.918631,18.89,53.164123,-27.918634,19.94,,,,0.125,Secure,20,,0.16,0.1,0.12,0.13,0.14,0.125,zSpec,,,5670000.0,5550000.0,5820000.0,0.511,0.197,0.302,1.68,0.47,0.49,2.95e-16,1.23e-16,1.73e-16,inf,7.2e+20,inf,Galaxy,,547,,,,3,2
590,M,590,53.131813,-27.910025,-3.1,-5,0.69,6.28,45.9,-1.0,-1.0,31.2,10.7,11.8,19.1,-1.0,-1.0,,CANDELS,0.93,,53.131885,-27.910275,25.15,53.131915,-27.910267,24.18,53.131912,-27.910264,24.31,53.131914,-27.910268,23.77,53.131908,-27.910275,23.28,53.131963,-27.910264,23.34,,,,0.987,Insecure,24,,0.96,0.97,0.92,0.92,0.97,0.987,zSpec,,,5900000.0,5850000.0,5950000.0,0.224,-1.0,-1.0,2.51,-1.0,-1.0,-7.5e-17,4.26e-17,-5.42e-17,inf,0.0,inf,AGN,,438,,,,3,2
605,M,605,53.136367,-27.906406,-3.8,-5,0.55,6.1,60.1,18.2,19.4,30.2,10.3,11.5,55.6,-1.0,-1.0,,CANDELS,0.41,,53.136317,-27.906325,19.67,53.136338,-27.906351,19.03,53.13633,-27.906334,19.06,53.136273,-27.906329,18.74,53.136295,-27.906345,17.99,53.136493,-27.906394,19.06,,,,0.203,Secure,16,,0.19,0.2,0.2,0.28,0.2,0.203,zSpec,,,6000000.0,5960000.0,6040000.0,1.077,-1.0,-1.0,0.94,-1.0,-1.0,1.44e-16,3.21e-17,-1.97e-16,inf,1.04e+22,inf,Galaxy,,,,,,4,3
670,M,670,53.149423,-27.905426,-2.3,-5,0.63,6.19,68.3,-1.0,-1.0,14.9,-1.0,-1.0,39.7,16.1,17.3,,CANDELS,0.64,,,,,53.14958,-27.905563,26.58,,,,53.149577,-27.905541,24.39,53.149597,-27.905558,22.21,53.149663,-27.905574,21.43,,,,,,,,2.55,2.51,2.67,2.66,2.59,2.513,H14,0.19,0.14,5900000.0,5850000.0,5940000.0,9.201,-1.0,-1.0,-1.14,-1.0,-1.0,-3.24e-16,-1.41e-17,2.06e-16,inf,1.65e+24,inf,AGN,,,,,,6,6
651,M,651,53.145582,-27.90363,-7.6,-8,0.5,6.04,74.9,18.0,19.2,51.0,11.1,12.2,46.9,-1.0,-1.0,,CANDELS,0.79,,53.145502,-27.903799,20.21,53.145489,-27.903823,19.73,53.145486,-27.903838,19.72,53.145481,-27.90383,19.56,53.145451,-27.903852,18.96,53.145473,-27.903844,19.97,,,,0.281,Secure,8,,0.28,0.27,0.33,0.34,0.29,0.281,zSpec,,,5860000.0,5820000.0,5900000.0,0.528,-1.0,-1.0,1.65,-1.0,-1.0,1.43e-16,6.03e-17,-1.52e-16,inf,1.24e+21,inf,Galaxy,,479,,,,3,2
791,M,791,53.179223,-27.899207,-3.0,-5,0.57,6.47,61.2,21.3,22.5,27.2,-1.0,-1.0,48.9,17.9,19.1,,CANDELS,1.32,Manual,53.179605,-27.898777,26.23,53.179412,-27.898889,27.18,,,,53.17942,-27.898886,26.88,53.17955,-27.898766,25.05,,,,,,,,,,,,,0.27,,,0.27,S14,0.13,0.1,5880000.0,5810000.0,5950000.0,3.423,-1.0,-1.0,-0.19,-1.0,-1.0,2.21e-16,-2.71e-17,2.16e-16,inf,4.83e+22,inf,AGN,,,,,,2,0
755,M,755,53.169655,-27.900933,-6.8,-8,0.49,6.32,89.8,20.0,21.2,46.2,11.4,12.5,43.7,16.8,18.0,,CANDELS,0.69,,53.169785,-27.900769,24.19,53.169766,-27.900754,23.7,53.169766,-27.900761,23.64,53.169769,-27.900771,23.17,53.169758,-27.900764,22.22,53.169793,-27.900804,21.98,,,,2.673,Secure,11,,2.64,2.68,2.68,2.65,2.81,2.673,zSpec,,,5850000.0,5800000.0,5900000.0,0.928,0.378,0.611,1.09,0.5,0.52,2.07e-16,5.13e-17,1.55e-16,inf,1.48e+23,inf,AGN,,,,,,4,3
839,M,839,53.192766,-27.890854,-8.4,-8,0.5,6.46,92.0,20.5,21.7,60.3,12.3,13.5,59.3,-1.0,-1.0,,CANDELS,0.76,,53.193084,-27.890811,25.82,53.193037,-27.89082,23.91,,,,53.193004,-27.890828,22.83,53.193008,-27.890837,21.17,53.192993,-27.890854,20.25,53.192988,-27.890755,19.01,1.382,Insecure,8,,1.57,1.37,1.94,1.52,1.6,1.382,zSpec,,,5820000.0,5740000.0,5910000.0,0.547,-1.0,-1.0,1.62,-1.0,-1.0,1.8e-16,7.25e-17,-1.94e-16,inf,7.22e+21,inf,AGN,,612,,,,3,3
811,M,811,53.184585,-27.880906,,-8,0.25,5.72,579.1,29.1,30.3,349.4,20.9,22.1,230.3,20.5,21.7,,CANDELS,0.15,,53.184662,-27.880908,23.99,53.184632,-27.880902,23.99,53.184629,-27.880908,24.0,53.184631,-27.880899,23.81,53.184635,-27.880903,23.02,53.184653,-27.880944,22.52,,,,3.471,Secure,2,3.42,3.44,3.43,3.02,3.27,3.34,3.471,zSpec,,,5810000.0,5780000.0,5830000.0,0.653,0.067,0.073,1.45,0.11,0.11,1.19e-15,4.09e-16,7.8e-16,inf,8.3e+22,inf,AGN,,588,,579,,4,3
719,M,719,53.160594,-27.897071,,-8,0.3,5.91,361.0,25.5,26.7,89.7,12.5,13.7,271.6,22.2,23.4,,CANDELS,0.25,,53.160681,-27.897083,21.25,53.160669,-27.897094,20.06,53.160663,-27.897104,20.19,53.160666,-27.897101,19.59,53.160656,-27.8971,18.83,53.160673,-27.897124,19.17,,,,0.66,Secure,16,0.64,0.56,0.64,0.66,0.65,0.66,0.66,zSpec,,,5890000.0,5860000.0,5910000.0,2.998,0.451,0.529,-0.06,0.16,0.16,1.26e-15,8.99e-17,1.17e-15,inf,8.5e+22,inf,AGN,,527,,,94,3,3
739,M,739,53.163574,-27.890375,-10.5,-8,0.44,5.61,93.1,17.1,18.7,22.3,8.3,9.8,70.9,14.9,16.6,C,CANDELS,0.37,,53.16351,-27.89048,25.32,53.163528,-27.890441,25.69,,,,53.163537,-27.890474,23.65,53.163544,-27.890484,21.85,53.163583,-27.890504,21.3,53.16353,-27.890616,19.73,,,,,3.33,2.12,2.31,2.45,2.18,2.123,H14,0.04,0.05,5880000.0,5870000.0,5890000.0,3.162,1.151,1.944,-0.11,0.46,0.44,3.38e-16,2.24e-17,3.15e-16,inf,5.61e+23,inf,AGN,,,,,,7,3
744,M,744,53.164885,-27.890199,-4.8,-5,0.56,5.63,46.0,14.2,15.7,30.3,8.9,10.4,33.8,-1.0,-1.0,C,CANDELS,0.36,,,,,53.164993,-27.890167,24.19,53.164983,-27.890174,24.24,53.164992,-27.890167,23.66,53.164974,-27.890179,23.73,,,,,,,,,,,0.86,0.71,0.74,0.73,0.73,0.713,H14,0.01,0.04,5900000.0,5880000.0,5910000.0,0.633,-1.0,-1.0,1.47,-1.0,-1.0,9.32e-17,3.47e-17,-1.13e-16,inf,6.37e+21,inf,AGN,,544,,,,7,6
713,M,713,53.158161,-27.885601,-28.5,-8,0.37,5.23,132.7,17.0,18.2,93.5,11.9,13.0,39.3,12.6,13.8,,CANDELS,0.25,,53.158149,-27.885522,25.79,53.158064,-27.88556,25.57,,,,53.158141,-27.885535,24.09,53.158138,-27.885532,22.75,53.158173,-27.885574,22.19,,,,,,,1.97,2.64,2.55,2.52,2.52,2.56,2.552,H14,0.1,0.07,5900000.0,5890000.0,5890000.0,0.421,0.127,0.193,1.88,0.37,0.36,2.37e-16,1.14e-16,1.23e-16,inf,0.0,inf,AGN,,520,,,,5,3
740,M,740,53.16424,-27.886683,-2.7,-5,0.58,5.43,37.3,13.8,15.1,26.0,-1.0,-1.0,45.1,-1.0,-1.0,,CANDELS,0.74,,53.16448,-27.886595,24.54,53.164453,-27.886596,23.62,53.164459,-27.88662,23.71,53.164453,-27.8866,23.19,53.164459,-27.88661,22.98,53.164473,-27.886624,22.91,,,,1.381,Secure,8,,1.39,1.34,1.38,1.31,1.37,1.381,zSpec,,,5890000.0,5880000.0,5890000.0,-1.0,-1.0,-1.0,1.4,-1.0,-1.0,7.69e-17,-2.95e-17,-1.52e-16,inf,1.89e+22,inf,AGN,,541,,,,3,2
732,M,732,53.162657,-27.887274,-3.9,-6,0.52,5.42,50.4,15.1,16.5,25.7,-1.0,-1.0,36.1,12.9,14.3,,CANDELS,0.3,,53.162699,-27.887351,25.31,53.16268,-27.887357,23.35,53.162679,-27.887366,23.55,53.16268,-27.887354,22.13,53.162682,-27.887363,20.99,53.162703,-27.887384,20.57,,,,1.38,Secure,8,,1.39,1.41,1.39,1.38,1.38,1.38,zSpec,,,5890000.0,5880000.0,5890000.0,2.743,-1.0,-1.0,0.03,-1.0,-1.0,1.69e-16,-2.6e-17,1.55e-16,inf,2.12e+23,inf,AGN,,536,,,,3,2
742,M,742,53.164289,-27.883983,-4.9,-6,0.5,5.29,56.8,14.8,16.0,23.6,8.0,9.1,33.2,12.7,13.9,,CANDELS,1.03,,53.164508,-27.883625,21.26,53.164516,-27.883776,20.44,53.164513,-27.883782,20.59,53.164513,-27.883776,19.72,53.164505,-27.883745,18.68,53.164513,-27.883664,18.71,53.164488,-27.883727,18.55,0.686,Secure,8,,0.69,0.7,0.68,0.68,0.69,0.686,zSpec,,,5900000.0,5890000.0,5890000.0,1.408,0.631,1.102,0.69,0.56,0.59,1.51e-16,2.49e-17,1.26e-16,inf,3.72e+22,inf,AGN,,542,,,,5,7
775,M,775,53.174399,-27.879474,-5.5,-6,0.52,5.33,50.1,14.3,15.5,33.3,8.8,10.0,34.6,-1.0,-1.0,,CANDELS,0.55,,,,,53.174339,-27.879629,26.34,,,,53.174325,-27.879613,24.1,,,,,,,,,,,,,,,,1.2,,,1.196,S14,0.14,0.13,5810000.0,5800000.0,5810000.0,0.635,-1.0,-1.0,1.47,-1.0,-1.0,1.03e-16,3.87e-17,-1.17e-16,inf,1.2e+22,inf,AGN,,,,,,10,7
967,M,967,53.26855,-27.932783,-2.9,-5,1.21,11.03,42.5,15.0,16.1,21.1,8.6,9.7,42.1,-1.0,-1.0,E,SEDS,1.69,,,,,,,,,,,,,,53.268208,-27.933142,23.09,53.268273,-27.933184,22.43,,,,,,,,,1.7,,,,1.7,H14,0.06,0.05,334000.0,292000.0,387000.0,0.819,-1.0,-1.0,1.14,-1.0,-1.0,1.47e-15,3.93e-16,-2.04e-15,inf,5.42e+22,inf,AGN,,709,,724,,2,1
943,M,943,53.253248,-27.922373,,-8,0.38,10.02,1026.0,38.0,39.2,638.9,28.0,29.2,387.7,25.9,27.2,E,GEMS,0.34,,53.253191,-27.922384,22.14,,,,53.253145,-27.922354,21.65,,,,53.253124,-27.922371,20.83,,,,,,,2.005,Secure,11,1.83,1.98,0.89,,,3.71,2.005,zSpec,,,863000.0,792000.0,958000.0,0.502,0.037,0.044,1.74,0.09,0.08,1.36e-14,5.89e-15,7.7e-15,inf,4.1e+21,inf,AGN,,691,,693,1033,2,4
927,M,927,53.244169,-27.907459,-2.2,-5,0.85,9.05,90.5,-1.0,-1.0,18.8,-1.0,-1.0,54.6,22.8,24.0,,CANDELS,0.9,,53.244465,-27.907561,25.4,53.244442,-27.907558,24.93,53.244438,-27.907577,24.66,53.244433,-27.90755,24.19,53.244419,-27.907541,23.44,53.244403,-27.907534,23.42,,,,,,,,2.55,2.41,2.57,2.65,2.61,2.414,H14,0.63,0.04,2610000.0,2390000.0,2900000.0,6.829,-1.0,-1.0,-0.94,-1.0,-1.0,-8.57e-16,-4.08e-17,5.68e-16,inf,1.35e+24,inf,AGN,,677,,,,6,4
908,M,908,53.23025,-27.918548,-2.4,-5,0.77,9.01,73.1,28.8,30.0,32.4,-1.0,-1.0,61.1,24.5,25.7,,GEMS,1.48,,53.229874,-27.918322,25.94,53.229864,-27.918343,25.82,53.229834,-27.918365,25.26,,,,,,,53.229793,-27.918294,24.14,,,,,,,,3.33,0.34,,,3.6,0.344,H14,0.01,0.13,3420000.0,3130000.0,3800000.0,3.046,-1.0,-1.0,-0.15,-1.0,-1.0,4.2e-16,-5.62e-17,4.23e-16,inf,5.35e+22,inf,AGN,,,,,,2,1
918,M,918,53.236455,-27.91059,-2.7,-5,0.75,8.89,74.5,26.9,28.0,37.9,14.6,15.8,72.3,-1.0,-1.0,,TENIS,1.54,,53.236049,-27.91098,24.4,53.236118,-27.910854,25.21,,,,,,,53.236027,-27.910789,22.51,53.236093,-27.910614,21.72,,,,,,,,2.92,,,,2.76,2.755,S16,0.07,0.07,3230000.0,2980000.0,3560000.0,0.838,-1.0,-1.0,1.17,-1.0,-1.0,3.03e-16,8.15e-17,-4.24e-16,inf,1.27e+23,inf,AGN,,,,,,2,2
907,M,907,53.229979,-27.906698,-2.5,-5,0.73,8.48,67.1,26.8,27.9,38.2,14.7,15.9,60.9,-1.0,-1.0,,CANDELS,0.76,,53.230231,-27.906686,22.49,53.230211,-27.906672,21.16,53.23019,-27.906686,21.27,53.230215,-27.906672,20.4,53.230186,-27.906672,19.59,53.230213,-27.906684,19.88,,,,0.737,Secure,20,,0.73,0.72,0.73,,0.73,0.737,zSpec,,,3880000.0,3630000.0,4210000.0,0.691,-1.0,-1.0,1.38,-1.0,-1.0,2.13e-16,6.97e-17,-2.91e-16,inf,9.11e+21,inf,Galaxy,,,,,,3,1
958,M,958,53.263662,-27.885052,-15.1,-8,0.57,9.07,190.8,27.7,28.9,76.1,15.1,16.3,114.8,23.4,24.6,,CANDELS,0.38,,53.263687,-27.885172,23.71,,,,53.263661,-27.885153,22.21,53.263677,-27.885157,20.74,53.263634,-27.885124,19.39,53.263473,-27.885114,19.29,53.26353,-27.885116,18.99,1.346,Insecure,12,,0.77,0.87,0.88,0.88,0.89,0.871,H14,0.01,0.01,2410000.0,2220000.0,2660000.0,1.259,0.319,0.433,0.77,0.3,0.3,1.17e-15,2.1e-16,9.64e-16,inf,4.31e+22,inf,AGN,S,31,,712,104,4,7
995,M,995,53.302231,-27.875268,,-8,0.59,10.63,344.5,28.0,29.2,14.8,-1.0,-1.0,347.9,26.0,27.2,,GEMS,1.47,,53.302652,-27.875492,22.17,,,,53.302635,-27.875467,21.0,,,,53.302639,-27.87546,19.11,53.302633,-27.875474,19.16,53.302613,-27.875422,19.76,0.679,Secure,16,0.64,0.64,0.68,,,,0.679,zSpec,,,843000.0,770000.0,940000.0,42.588,-1.0,-1.0,-2.0,-1.0,-1.0,1.31e-14,-9.17e-17,1.37e-14,inf,2.71e+23,inf,AGN,,732,,804,1048,1,2
1001,M,1001,53.320854,-27.871289,,-8,0.83,11.46,170.0,24.3,25.5,49.3,12.6,13.8,120.7,20.8,22.0,E,GEMS,1.26,,53.320616,-27.870998,23.9,,,,53.320589,-27.871029,23.81,,,,53.320583,-27.871027,21.16,53.320553,-27.871034,20.47,53.32053,-27.871033,19.81,1.81,Insecure,23,2.62,1.84,1.8,,,,1.81,zSpec,,,705000.0,623000.0,813000.0,1.875,0.532,0.677,0.33,0.32,0.35,4.08e-15,4.55e-16,3.62e-15,inf,2.5e+23,inf,AGN,,737,,839,114,1,3
970,M,970,53.273544,-27.870678,,-8,0.5,9.13,290.8,29.4,30.6,163.8,18.3,19.4,127.2,23.4,24.6,,CANDELS,0.39,,53.273638,-27.870632,19.92,,,,53.273597,-27.870587,18.99,53.273657,-27.870636,18.14,53.273636,-27.870623,17.3,53.273603,-27.870634,18.04,53.273655,-27.870616,19.69,0.518,Secure,11,0.52,0.53,0.52,0.51,,,0.518,zSpec,,,2440000.0,2270000.0,2670000.0,0.659,0.137,0.15,1.42,0.21,0.24,1.44e-15,4.82e-16,9.54e-16,inf,5.66e+21,inf,AGN,,712,,732,115,2,2
979,M,979,53.281746,-27.857515,,-8,0.27,9.23,3563.6,69.0,70.2,2192.6,51.6,52.8,1373.4,46.1,47.4,,CANDELS,0.13,,53.281753,-27.857499,23.56,,,,53.281735,-27.857481,23.05,53.281779,-27.857496,21.57,53.281742,-27.857477,21.12,53.281713,-27.857494,20.6,,,,1.609,Secure,11,2.54,0.28,1.56,1.99,,,1.609,zSpec,,,2360000.0,2230000.0,2540000.0,0.549,0.023,0.022,1.59,0.04,0.04,1.71e-14,6.59e-15,1.05e-14,inf,1.08e+22,inf,AGN,,720,,749,134,3,2
1000,M,1000,53.317509,-27.844541,-6.9,-8,0.95,10.85,85.2,23.1,24.2,65.2,14.3,15.4,45.9,-1.0,-1.0,,GEMS,4.3,Manual+Off-nuclear,53.318806,-27.844284,17.45,,,,53.318824,-27.844267,16.8,,,,53.318874,-27.844236,15.81,,,,53.31878,-27.844227,17.42,0.086,Secure,11,,0.08,0.08,,,,0.086,zSpec,,,960000.0,890000.0,1050000.0,0.323,-1.0,-1.0,2.18,-1.0,-1.0,9.4e-16,5.72e-16,-7.73e-16,inf,0.0,inf,Galaxy,,736,,833,,0,0
902,M,902,53.224899,-27.900523,-2.4,-5,0.68,8.02,69.3,27.1,28.2,49.6,-1.0,-1.0,80.7,-1.0,-1.0,,CANDELS,0.53,,53.225097,-27.900558,23.62,53.225054,-27.900578,22.53,53.225039,-27.900591,22.57,53.225058,-27.900566,21.75,53.22504,-27.900583,20.82,53.225033,-27.900594,20.9,,,,0.833,Insecure,8,,0.91,0.73,0.85,0.63,0.85,0.833,zSpec,,,4870000.0,4610000.0,5210000.0,-1.0,-1.0,-1.0,1.4,-1.0,-1.0,1.73e-16,-7.14e-17,-3.09e-16,inf,9.65e+21,inf,AGN,,660,,,,4,3
917,M,917,53.236046,-27.888075,,-8,0.54,7.97,136.3,28.7,29.8,122.7,18.1,19.2,46.4,-1.0,-1.0,,CANDELS,0.64,,53.236091,-27.887911,20.13,53.236075,-27.887899,19.88,53.236061,-27.887915,19.93,53.236077,-27.8879,20.01,53.236057,-27.887899,19.56,53.236053,-27.887904,20.23,53.236196,-27.888116,19.6,0.366,Secure,2,0.38,0.38,0.36,0.02,0.36,0.37,0.366,zSpec,,,4970000.0,4700000.0,5330000.0,0.158,-1.0,-1.0,2.89,-1.0,-1.0,2.83e-16,2.34e-16,-1.41e-16,inf,0.0,inf,AGN,,671,,,,3,3
868,M,868,53.20515,-27.893656,,-8,0.44,7.01,171.1,26.1,27.3,22.4,-1.0,-1.0,165.9,23.2,24.4,,CANDELS,0.43,,53.205317,-27.893716,26.47,53.205283,-27.893701,24.19,53.205282,-27.893695,24.2,53.205275,-27.893699,23.12,53.205273,-27.893702,21.94,53.205293,-27.893724,21.37,,,,1.183,Secure,24,,1.06,1.0,1.21,1.16,1.21,1.183,zSpec,,,5530000.0,5400000.0,5700000.0,16.205,-1.0,-1.0,-1.7,-1.0,-1.0,9.74e-16,-2.2e-17,9.93e-16,inf,5.08e+23,inf,AGN,,635,,610,,3,2
876,M,876,53.209309,-27.881104,,-8,0.19,6.62,4192.0,71.5,72.6,2457.2,53.1,54.2,1738.4,48.2,49.4,,CANDELS,0.1,,,,,53.209352,-27.881078,25.42,,,,53.209341,-27.881106,25.67,,,,,,,,,,3.47,Insecure,11,3.53,3.44,3.52,3.45,3.43,,3.47,zSpec,,,5610000.0,5510000.0,5720000.0,0.682,0.024,0.024,1.39,0.04,0.04,9.03e-15,2.96e-15,6.07e-15,inf,1.01e+23,inf,AGN,,645,,619,107,8,6
900,M,900,53.220946,-27.874563,-3.0,-5,0.62,6.84,56.8,21.9,23.1,19.3,-1.0,-1.0,54.5,19.0,20.2,,CANDELS,0.74,,,,,,,,,,,53.221073,-27.874734,26.88,,,,,,,,,,,,,,,,0.73,,,0.729,S14,0.21,0.24,5610000.0,5480000.0,5760000.0,6.696,-1.0,-1.0,-0.85,-1.0,-1.0,2.6e-16,-1.95e-17,2.79e-16,inf,1.69e+23,inf,AGN,,,,,,1,0
930,M,930,53.245928,-27.871754,-2.9,-5,0.63,7.86,80.9,28.0,29.2,33.3,-1.0,-1.0,66.4,23.9,25.1,,CANDELS,0.97,,,,,53.246155,-27.871577,26.4,,,,53.246147,-27.871568,26.23,,,,53.246313,-27.871604,25.36,,,,,,,,1.91,0.43,3.42,3.53,,0.43,H14,0.05,0.1,5090000.0,4830000.0,5430000.0,3.499,-1.0,-1.0,-0.26,-1.0,-1.0,3.32e-16,-3.8e-17,3.26e-16,inf,6.82e+22,inf,AGN,,,,,,3,2
939,M,939,53.249428,-27.8619,-6.7,-8,0.6,7.75,91.0,26.3,27.5,72.3,15.9,17.1,49.4,-1.0,-1.0,,GEMS,0.41,,,,,,,,53.249324,-27.861832,24.24,,,,,,,,,,,,,,,,,,,,,,,,,,5300000.0,5050000.0,5630000.0,0.327,-1.0,-1.0,2.13,-1.0,-1.0,1.77e-16,1.07e-16,-1.57e-16,,-1.0,,AGN,,688,,,,0,0
897,M,897,53.220024,-27.868654,-2.5,-5,0.61,6.6,51.3,19.9,21.0,42.8,-1.0,-1.0,53.4,-1.0,-1.0,,CANDELS,0.88,,53.220237,-27.868851,23.94,53.220204,-27.868835,22.94,53.220205,-27.868857,23.06,53.220202,-27.86884,22.41,53.220196,-27.868841,21.59,53.220193,-27.868854,21.52,,,,0.682,Secure,20,,0.69,0.69,0.69,0.7,0.69,0.682,zSpec,,,5640000.0,5540000.0,5760000.0,-1.0,-1.0,-1.0,1.4,-1.0,-1.0,1.11e-16,-5.15e-17,-1.85e-16,inf,7.77e+21,inf,AGN,S,28,,,,3,2
929,M,929,53.24586,-27.861137,,-8,0.35,7.56,453.3,33.2,34.4,284.2,22.1,23.2,169.4,25.4,26.6,,CANDELS,0.15,,,,,53.245873,-27.861104,24.18,53.245879,-27.8611,24.2,53.245875,-27.861097,22.71,53.245861,-27.86109,21.12,53.245823,-27.861084,20.43,,,,,,,1.38,1.7,2.7,1.54,,1.5,1.379,L10,0.02,0.03,5380000.0,5160000.0,5670000.0,0.542,0.08,0.109,1.62,0.19,0.16,9.56e-16,3.78e-16,5.78e-16,inf,7.17e+21,inf,AGN,,680,,675,,5,6
847,M,847,53.196293,-27.88534,-11.5,-8,0.44,6.32,130.9,22.2,23.4,27.3,-1.0,-1.0,117.0,19.5,20.7,,CANDELS,0.3,,,,,,,,,,,53.196379,-27.885375,23.47,,,,,,,,,,,,,1.69,1.64,1.74,1.62,1.71,1.63,1.741,H14,0.1,0.07,5710000.0,5650000.0,5790000.0,6.955,-1.0,-1.0,-0.87,-1.0,-1.0,5.96e-16,-2.72e-17,5.95e-16,inf,6.59e+23,inf,AGN,,621,,600,,6,9
858,M,858,53.200716,-27.882431,,-8,0.23,6.35,935.8,37.0,38.2,449.7,24.0,25.2,487.1,28.3,29.5,,CANDELS,0.19,,53.200781,-27.882379,21.18,53.200731,-27.882376,19.89,53.200754,-27.882413,20.0,53.200755,-27.882392,19.29,53.200752,-27.882402,18.25,53.200773,-27.882434,18.7,53.200738,-27.882339,19.81,0.667,Secure,2,0.6,0.69,0.66,0.66,0.66,0.66,0.667,zSpec,,,5630000.0,5560000.0,5710000.0,1.054,0.081,0.085,0.97,0.08,0.08,2.34e-15,5.16e-16,1.83e-15,inf,2.24e+22,inf,AGN,,629,,604,106,4,3
1050,S,42,53.198099,-27.878489,-1.8,-5,0.64,6.09,35.6,17.0,18.1,17.6,9.4,10.6,39.0,-1.0,-1.0,,TENIS,0.67,,53.198206,-27.878658,22.37,53.198185,-27.878661,21.81,53.198186,-27.87867,21.84,53.198179,-27.878655,21.54,53.198174,-27.878662,21.11,53.198193,-27.878704,21.13,,,,1.249,Secure,11,,1.39,1.25,1.26,1.25,1.28,1.249,zSpec,,,5820000.0,5770000.0,5880000.0,1.119,-1.0,-1.0,0.91,-1.0,-1.0,8.94e-17,1.93e-17,-1.43e-16,inf,5.49e+22,inf,Galaxy,,,,,,4,2
